y_true,logistic_regression,random_forest,gradient_boosting,svm,xgboost
1,0.9975210389534133,0.82,0.9992444844864773,0.9996028342826242,0.8929086
1,0.9999913584556621,1.0,0.9999634478171392,0.9999798014753482,0.9948419
0,4.002954071261515e-05,0.0,1.0373675191861936e-05,0.00012114605478262568,0.00046713566
0,0.00747117019949658,0.12666666666666668,0.00010655289430640926,0.015571782710836734,0.0027345002
0,0.6040609647935989,0.33666666666666667,0.13907892718910472,0.5753491896056667,0.517254
1,0.9793421331653811,0.9533333333333334,0.9995476914186913,0.9624214028412033,0.99232143
0,0.0003900977553917733,0.0033333333333333335,7.488762885168451e-06,0.0017462914161826208,0.00040520495
0,0.007834119748979362,0.0,1.1251080154052933e-05,0.010991244440410157,0.0009084732
1,0.9297656907644639,0.9766666666666667,0.9906356323931178,0.8436661149045274,0.97078
0,0.0015645507115229966,0.0033333333333333335,2.4765003284565608e-06,0.002693833641368803,0.0009141789
0,0.0001254988699347262,0.0,3.4881513706402467e-06,0.0003559386571337752,0.0014939301
1,0.9937071758304614,0.9866666666666667,0.9999147919569107,0.979180625749357,0.99722207
0,0.00014713649335355402,0.0033333333333333335,4.408041126868934e-05,0.0007023145052150613,0.004525163
1,0.9975270769646271,0.9533333333333334,0.9998748890799385,0.9938798618307145,0.9766276
0,1.6232931946067883e-05,0.023333333333333334,2.108426575615043e-05,8.140306806709365e-05,0.0013572722
0,3.240613698625934e-05,0.016666666666666666,2.285285277723642e-06,0.00011191771720626824,0.0011041027
0,0.000423187425247463,0.17333333333333334,0.00012809187820548895,0.0008842586300658245,0.0015207198
0,3.3672834038032286e-06,0.0,3.152069648511551e-07,1.8944791249918874e-05,0.00030509723
0,0.0008594047250143652,0.06666666666666667,0.00016833555627412318,0.002173219085749374,0.0033003197
0,0.0015947929588687381,0.01,2.4395119850895195e-05,0.003653633150847663,0.0044826525
1,0.9979073862347793,1.0,0.999941051501844,0.9974148561145437,0.99793833
1,0.5087812402720912,0.6466666666666666,0.4799246192267732,0.42652269443074725,0.6543902
1,0.9997035526726042,0.9833333333333333,0.999997180677059,0.9995942087478288,0.9993717
1,0.9999619236275936,0.9666666666666667,0.9998976444648278,0.9999075501468746,0.99029994
1,0.3025059780244165,0.5066666666666667,0.9497199421480572,0.23987522931767424,0.92814606
0,0.00011956005694379372,0.0,3.6949319881294613e-06,0.0002593369128596835,0.0002734298
1,0.9949095575990364,0.97,0.9997514397376777,0.9890806122256448,0.9995671
0,0.002109894427508275,0.013333333333333334,8.860513851796551e-05,0.0030305843034144015,0.003707755
1,0.9574021285098668,0.7833333333333333,0.9940229243597295,0.9473690253914909,0.7969603
1,0.9984708902682886,1.0,0.9999759774746059,0.9975032698535129,0.99963546
0,0.016146895633152195,0.0,1.8898928818982285e-05,0.03370617571045618,0.001861955
0,0.0007438242261481058,0.0,1.2066290754696568e-06,0.0024958931745468964,0.0017830356
0,0.00016927994594150754,0.016666666666666666,8.07518135638846e-06,0.00023221704856743296,0.00042092334
1,0.9937122191740645,0.9866666666666667,0.9995627037956117,0.9908857039549688,0.99699235
0,0.14452682199631928,0.12333333333333334,0.001910861997581957,0.18365831883563963,0.024088372
0,0.004763696594555228,0.10333333333333333,2.012005896014345e-05,0.006821041653676051,0.0009278131
1,0.9998605045272374,1.0,0.9999113033105459,0.9997797173747002,0.9984804
0,0.014152008814546393,0.06666666666666667,0.0002128633650429393,0.013654591631649424,0.008199236
0,0.004610325681744316,0.03333333333333333,0.05053009280631721,0.01623838210245182,0.014119613
0,0.19522974962462541,0.13666666666666666,0.0011539139363651372,0.2788314174568756,0.0069771204
1,0.9999815034526651,1.0,0.9999910593409254,0.9999476785716469,0.9996238
0,6.789825701586847e-05,0.0033333333333333335,8.198628816303845e-06,0.00017754162148312017,0.0010039288
0,0.05122250796563612,0.4266666666666667,0.04995158943415912,0.08899739350800735,0.30478966
1,0.9999901696316167,1.0,0.9999830773095744,0.9999555182112746,0.9991812
0,0.0004804558830841786,0.0,2.052376230781494e-06,0.0011579449434381407,0.00016089385
0,1.3609544398493864e-05,0.0,4.868568781908726e-05,9.882863920404197e-05,0.00058441923
0,0.0012165697374375666,0.0033333333333333335,1.4768962906112672e-05,0.0030899389620377806,0.00044857507
0,0.026665243782690282,0.12,0.0006287857004073199,0.05928897522815062,0.0024351603
0,0.000121645831658157,0.006666666666666667,1.67819937295767e-06,0.0006834570091673553,0.00040475168
0,0.004773784996839233,0.043333333333333335,4.075873071843871e-05,0.00736041923295181,0.0010074193
0,0.0017890902353770361,0.013333333333333334,9.653023609201699e-05,0.0020760425201203853,0.0028933287
0,0.0001467897862665936,0.0,6.362149552791796e-06,0.0001822172228152317,0.0012537958
0,0.02136616024302259,0.0,4.7475686417370984e-05,0.025314883665040522,0.0030437952
1,0.3147011992766965,0.62,0.9988658438666034,0.34439968409646116,0.6501451
0,0.08983208984024474,0.016666666666666666,0.0060797189252085595,0.20811639129099432,0.0052474416
0,5.4968767442141553e-05,0.0033333333333333335,0.0005328238397800131,0.00015363072725393286,0.004121177
0,0.0007602963773658245,0.12333333333333334,0.00032050985904441537,0.002924203488717828,0.012996956
0,0.0002797844109474668,0.0,1.2687002432330405e-05,0.0006697779477115016,0.0011893961
0,0.00020094632818112314,0.0,2.256449584121711e-06,0.00036790377603073614,0.0002026095
0,1.1471847622467846e-05,0.0,3.8923805269486135e-06,4.7991845026287634e-05,0.001252032
1,0.9999983452189702,1.0,0.9999596040615668,0.9999868285250463,0.99795985
0,0.0010298971228213372,0.0,2.4749003273134222e-05,0.002183295764014012,0.0022785715
0,0.03344830681430469,0.023333333333333334,3.718362715931847e-05,0.03704468300727102,0.007042839
1,0.999999999822371,0.93,0.9998661814177681,0.9999999786488927,0.99773276
1,0.8830314819028858,0.9966666666666667,0.9992693330959287,0.8559133630996666,0.98560995
0,6.387527170422534e-05,0.0,1.4048318396133204e-05,0.0002676879425826033,0.002137427
0,0.00017555665054599075,0.0,5.757028547327509e-06,0.00034382641969103153,0.0013823246
0,0.11664610371169047,0.09666666666666666,0.0004836484405583839,0.12721339415362762,0.0064189546
0,0.00027963444448183856,0.03,1.1713555472066257e-05,0.0002531496651519679,0.0026786982
0,0.033511060820380585,0.0033333333333333335,0.00020279672362721047,0.0610294298338763,0.003662478
1,0.9999998859513074,1.0,0.9999783168572552,0.9999983134249465,0.99868125
0,0.004832080313913533,0.01,0.00010721083473051553,0.013457294219396251,0.0029409595
0,0.004987461709088573,0.023333333333333334,9.82899366270171e-06,0.006817457063360769,0.014773999
0,0.009697995855534356,0.013333333333333334,0.0005554703767641909,0.031422554970024136,0.0030557693
1,0.9999985950548554,1.0,0.9999706710442858,0.99999090815049,0.99913245
0,8.973071995136424e-05,0.0,8.206697688062279e-06,0.00040280487346121974,0.0003673806
1,0.8734881376115063,0.47333333333333333,0.9792553195116446,0.834717187138177,0.9697472
1,0.9996812432706935,1.0,0.9999901328342349,0.9994254741261399,0.9994029
1,0.9999999999367732,1.0,0.9999836667344542,0.9999999979062468,0.9991271
0,0.0010863834803514795,0.0,3.076693566669752e-06,0.0027593131141494323,0.0007727017
0,0.007140587746745706,0.0,3.0816792458885545e-05,0.011630357599515707,0.0009923162
0,0.05858035617399688,0.0,8.023491616360314e-05,0.05901925776115073,0.005866862
0,0.0016663788028998536,0.03,1.2061860993508318e-05,0.0030238004610106104,0.0012615715
0,0.003755999605224457,0.0,1.2178615442148586e-05,0.0036636454188708487,0.004272101
1,0.9999989428229293,0.89,0.9996103146222893,0.9999973904960385,0.99930036
0,0.42259601228439897,0.08333333333333333,0.004518954387972665,0.39877118574470555,0.036730085
0,0.0007660855791001073,0.0,5.25965233664846e-07,0.002414542634414285,0.00034365267
1,0.9989212976092484,0.9566666666666667,0.9994254188933402,0.9966015147365802,0.99094313
1,0.9999993426546634,0.98,0.9999542708829635,0.9999955577414996,0.9981541
0,0.005197225979370745,0.07,1.73692722599301e-05,0.010691588209371557,0.0012074715
1,0.9963577631511229,0.9866666666666667,0.999876516085971,0.9934049154537883,0.9935648
0,0.0005801279889609873,0.043333333333333335,3.2065636158621345e-05,0.001927867549407169,0.00641848
1,0.9999959610710328,1.0,0.9999995213545461,0.9999697166755344,0.9993561
0,5.971260101936772e-05,0.03,1.6680374345437977e-06,0.00027878075435282094,0.0005926396
0,0.0004626556085035974,0.023333333333333334,5.40690183014805e-05,0.0007546194622826714,0.003130077
1,0.9998532903009372,1.0,0.9999597423825338,0.9996626248017461,0.9991992
0,0.00030794221268532184,0.19666666666666666,0.002057928383989447,0.0027469764957860666,0.063176624
0,0.004520793997063578,0.21666666666666667,0.05461945705304776,0.008806940482831385,0.030363873
1,0.9994902021451788,0.99,0.9999740751540522,0.9983151301015,0.99887127
1,0.9999983442296614,0.9966666666666667,0.9999980311644786,0.9999945416892753,0.99934644
0,4.176659280970964e-05,0.0,3.499250267652675e-07,7.044073843296665e-05,0.00045062564
0,0.014623994950483667,0.02,0.00015209406785159343,0.026874740374163073,0.0008421241
0,0.010490163461126453,0.02666666666666667,3.810907874743442e-05,0.014669187886750978,0.0013765253
0,0.13128603542286196,0.03666666666666667,0.0008691377851873895,0.1688222976623739,0.008376777
1,0.9999999947169798,1.0,0.9999941202304916,0.9999999648178551,0.99885976
0,0.01781118730451513,0.17,0.003152283560056126,0.031724224169169056,0.026379883
1,0.9999688459586018,1.0,0.9999782981670667,0.9998562599292266,0.99957937
0,0.0006773261092580973,0.006666666666666667,7.915202070522417e-05,0.0008707744382044743,0.0016978264
0,0.01874426019799731,0.023333333333333334,0.00010293149587815967,0.030436514278455413,0.005013618
1,0.8944565526706428,0.6533333333333333,0.9058296541031744,0.8902433557533608,0.56432253
1,0.9699035222220078,0.8166666666666667,0.9968275400212893,0.9540087585872646,0.96846104
0,0.024979512632935866,0.02,0.00024818965179544585,0.02722016783985074,0.0063608787
1,0.9999999479710546,0.8233333333333334,0.9966550314238551,0.9999971573301415,0.93269473
1,0.9999981234811876,0.9966666666666667,0.9999349935668806,0.9999895636397508,0.99872017
1,0.9970063801535511,0.9,0.9999735587828323,0.9960162369703884,0.9964753
0,0.0032860077135334616,0.016666666666666666,4.954520059493247e-06,0.005072972135213192,0.00070100697
1,0.999928263402088,0.95,0.9999541533853787,0.999236542275462,0.9983209
0,4.085031604381632e-06,0.0033333333333333335,1.98907097438499e-05,2.1081950704102825e-05,0.0029397826
0,0.00013254980704265488,0.0,2.7484129174825208e-06,0.00044150190316474044,0.00039428702
1,0.9934301022550535,0.88,0.9999532075481221,0.9908757292744489,0.99010044
1,0.9983496275292403,0.9166666666666666,0.9961933256261122,0.997167420999762,0.96734136
0,9.663066336741637e-05,0.0,0.0005432386344464669,0.0002734598054629538,0.00050934363
0,0.0004296922126555814,0.0,5.59440754651347e-06,0.0005829129435137487,0.0005553529
0,0.003644316851021383,0.0033333333333333335,4.73852813304889e-06,0.003911290813674579,0.0007427184
1,0.9979684426062397,0.82,0.9984960614663375,0.9944483977500382,0.9842374
0,0.001264008425544115,0.006666666666666667,1.6851498566668403e-05,0.002674931695494697,0.0019993065
0,0.02176684032278725,0.12333333333333334,5.97383618021023e-05,0.042124079511334296,0.005195356
0,1.1961591893862324e-05,0.0,1.2333286854850997e-06,3.091317151903222e-05,0.00032135288
0,0.102367027079258,0.02,0.0016677154767456206,0.09428751002767426,0.03477774
0,0.0006035873008295383,0.0033333333333333335,0.00015598806390142728,0.0022879249586935354,0.00075435755
0,0.024274493159729862,0.0,0.0007936729429088858,0.03688500108270576,0.00509078
0,0.0005244351972380007,0.0,2.669312549341625e-06,0.0011047787072704456,0.0006968759
0,0.006973373248665788,0.0033333333333333335,0.00030757235439979834,0.010279812165805848,0.0015917678
1,0.9999731361805407,1.0,0.9999937907370187,0.9999226971233003,0.99964225
0,0.015146405509027409,0.09666666666666666,7.108757902627742e-05,0.026318736673109494,0.014643668
0,0.026109825033515655,0.26,0.00011974319817312644,0.024215066686030615,0.011591198
0,0.0013643211838774779,0.016666666666666666,1.3638037936563967e-05,0.0022806399281704655,0.00089986774
0,0.0003168697838224382,0.06666666666666667,7.638849877155497e-06,0.0014825004959515596,0.005911803
1,0.9999999974389986,0.9966666666666667,0.9999971805001191,0.9999999675617394,0.9989249
0,8.571040978145283e-06,0.0033333333333333335,1.1299215167089167e-06,1.5266811430336638e-05,0.0006694937
0,0.145648558066639,0.29333333333333333,0.04342636961858551,0.07731622320048646,0.05747676
0,0.023258169187709486,0.03333333333333333,0.0010156688175031116,0.04829517816551872,0.0049799136
0,0.0011229887640904763,0.006666666666666667,2.274390582678739e-05,0.00410846460500496,0.0055624424
0,0.00033060455457370984,0.0,3.994850826399133e-05,0.0011281495691776136,0.001509374
1,0.9999998833998336,1.0,0.9999797600870136,0.9999991249739356,0.99922836
0,0.006024506458788962,0.06666666666666667,0.0007796083256585561,0.011595765755321551,0.007480135
1,0.9999999317931667,0.9866666666666667,0.9999993399821865,0.9999995597106368,0.9995034
1,0.9999944545456827,1.0,0.9999633827196786,0.9999818028076056,0.9986828
1,0.9938387303402103,0.9533333333333334,0.9999933715959005,0.9869546845543812,0.9991584
0,0.0002880311885190204,0.02666666666666667,9.328008292971086e-06,0.0008110174143877683,0.00089765276
0,0.00025935139212823283,0.0,3.783811751008138e-07,0.0003772946860489858,0.00031997781
1,0.9999997327128204,1.0,0.9999877462387654,0.999997334044081,0.99857306
1,0.991194678590335,1.0,0.9999926571175647,0.9799805401118936,0.99886644
0,3.1620279008060476e-05,0.0033333333333333335,1.0367714654074897e-05,0.000172934714737521,0.0004842477
0,0.0034439380550063724,0.0,1.0390065195572708e-05,0.007727889589619879,0.00091549824
1,0.9999956133245262,1.0,0.9999936215526514,0.999977277052122,0.99934405
0,0.0001685640030506451,0.0,3.427949870225145e-05,0.0004894529801263498,0.0015006127
1,0.9997986113866583,1.0,0.999975058705801,0.9991214719685826,0.9985331
0,0.00019015370005920584,0.0,5.664168011910098e-06,0.0004702247561387054,0.0010188435
1,0.9856295634866811,0.99,0.9994187391125666,0.9704961030726775,0.99078333
0,0.007863507229401788,0.2833333333333333,0.0025171315336015403,0.013446685170228456,0.009632792
1,0.9853742233493188,0.8233333333333334,0.9992076404900079,0.977029733614344,0.9960536
0,4.7294207745207306e-05,0.0,1.297605840640708e-06,0.0002329524127843102,0.00033800633
1,0.0028047529066081343,0.013333333333333334,2.097421288414863e-05,0.008374544560692079,0.002868926
1,0.9997870679198647,0.95,0.9986187881155539,0.9995283403231217,0.9875488
0,0.010481962297850173,0.02,1.1071163074966612e-05,0.014995913497091689,0.0006173495
0,0.009110239060382453,0.0033333333333333335,7.934256358752383e-06,0.015627342438076362,0.00059797993
1,0.9999909081889892,1.0,0.9999855442000566,0.9999800251284556,0.9992536
0,0.0007233343211969205,0.006666666666666667,5.886472753248686e-06,0.0010452841753592573,0.000652061
0,0.024443306798879863,0.02666666666666667,0.0005743407810166362,0.03164307711080252,0.01405296
0,0.0007445963064038087,0.0,0.00043721517778527323,0.001658432018807682,0.0023741268
0,0.00024214388833051413,0.01,7.251290057559579e-06,0.0005648289239142062,0.00044059806
0,0.00620568094763026,0.0,5.642400763171611e-05,0.01074908141963153,0.0032953983
0,0.015870004648073262,0.0,1.0223365155642226e-05,0.016553020557872743,0.0008768009
0,0.0032715884044331126,0.0,8.471033163796901e-06,0.005013251341386519,0.0009985052
1,0.9999999208063732,1.0,0.9999817037770588,0.9999989398292402,0.9985618
1,0.9999898255635195,1.0,0.9999987069097865,0.9999821519932185,0.99926966
1,0.18742247825950203,0.8566666666666667,0.9938634973756655,0.9047566008754269,0.99536246
0,0.02403801386677642,0.04,0.00038042706315494587,0.021463146470399493,0.004463877
0,0.009629628651601259,0.04,0.00011001409484315545,0.006835098687372075,0.0083193695
1,0.9964158552225588,0.9466666666666667,0.9999986497997554,0.993310024679987,0.99870014
0,0.0006630100358869917,0.0,1.726145111823985e-06,0.0013638524351931268,0.00037049837
1,0.9645894531835648,0.5266666666666666,0.6601762555814654,0.9173944255450465,0.81821716
0,2.092099584584735e-05,0.0,1.4668329943515912e-06,5.9990277529123374e-05,0.0006291728
0,4.695343919552073e-06,0.0033333333333333335,1.518809165867319e-06,3.806475904224036e-05,0.0006003292
1,0.4166232151352122,0.07333333333333333,0.09611554220612155,0.48344459970133047,0.07006238
0,0.062255429760557486,0.07,0.0008517522631507607,0.07869000423786487,0.0030104439
1,0.9998047134700424,0.9966666666666667,0.9999548132990166,0.9990207030276905,0.9980725
0,0.006198230050668637,0.006666666666666667,5.9741366922959365e-05,0.012903815009101934,0.0072443937
1,0.999999999996277,1.0,0.9999809916454264,0.9999999998851081,0.99872166
1,0.9864235176754874,0.8466666666666667,0.9976508003246274,0.9768748199327466,0.97880095
1,0.6729156343593616,0.55,0.9862160591056772,0.6663748834558963,0.70426863
0,0.00045578277231807105,0.0033333333333333335,5.656014138566195e-05,0.004079843389722249,0.0013730695
0,0.018464057594850918,0.02666666666666667,2.066035951264198e-05,0.032234472383283835,0.00039329636
1,0.9999930483992068,1.0,0.9999900333233733,0.9999853554842534,0.9994429
0,0.004674973141686039,0.19,0.0007618892455811917,0.00991541530790406,0.002072121
0,0.0789698870500324,0.43333333333333335,0.0280488222467726,0.10072561121260482,0.22105524
1,0.9999999891219705,1.0,0.9999899621685843,0.9999999084237077,0.99923944
1,0.6622549223808065,0.3433333333333333,0.05229716800105277,0.768984043493406,0.3886863
0,0.018832611227054354,0.0033333333333333335,5.08599474189148e-06,0.029982525420698437,0.00057459745
0,0.00011036955029840663,0.0,1.3852528118721175e-06,0.0001933319935907932,0.00079740596
1,0.9965190584651246,0.98,0.9999466138064406,0.9904162042277932,0.9994679
1,0.9985738643653423,0.9933333333333333,0.9999813142169808,0.9959958673921612,0.9987326
1,0.9999909894446206,1.0,0.999989019856113,0.9999773670122428,0.9987833
0,0.0004168312502401752,0.0033333333333333335,7.78889560310342e-06,0.001035338501333401,0.0013182467
1,0.9952246109819769,0.8866666666666667,0.9997398435156216,0.9864682064269833,0.9845541
0,0.17308561805540576,0.16333333333333333,0.05513666306375346,0.15250773386749897,0.5879858
0,0.02407466389277908,0.0,5.085946806736299e-05,0.03699129660919872,0.0012252697
0,3.3426980689523575e-05,0.0,4.71918844451508e-07,7.433342511748964e-05,0.0004170785
0,0.03024122936661517,0.006666666666666667,0.000589449487229954,0.04885469019308385,0.019515485
0,0.280940453152518,0.36333333333333334,0.4799636148652019,0.2589399746736667,0.40317
0,0.0025775524477542823,0.03,3.21660085805851e-05,0.006905951421914777,0.0013458213
0,0.02564502422866244,0.016666666666666666,3.978282522422725e-05,0.018569452600237023,0.0009132239
1,0.9999978548449917,0.9633333333333334,0.9999946337460218,0.9999909509690436,0.99916315
1,0.9999999921130128,1.0,0.9999914052189096,0.9999998962246294,0.999335
0,0.0017288434367663942,0.0,6.483197035112433e-06,0.005135928501132961,0.00088084495
1,0.9999999549630343,1.0,0.9999844622071817,0.9999995760605295,0.99884284
0,0.0013389722797939373,0.0,5.0696332662454695e-05,0.0033021311374633036,0.0026671395
0,0.206975279962714,0.6733333333333333,0.9553769700911486,0.21477897949161162,0.73327607
1,0.09448174064087239,0.023333333333333334,0.0006879028217420158,0.12697210546703494,0.032420877
1,0.9997016701227883,1.0,0.9999288036075591,0.9986818085194504,0.99744546
0,0.0009439594004915107,0.016666666666666666,5.325986944792323e-07,0.001298570549185632,0.0002478926
0,8.906336141233945e-05,0.08,0.002220418677975286,0.0031148775805242006,0.010533568
0,4.451883826260877e-05,0.016666666666666666,3.4154338884648128e-06,0.00020749497665802416,0.001997242
1,0.9999497049959469,0.9866666666666667,0.9999687917120065,0.9998340789390228,0.9996182
1,0.9969825016291584,0.98,0.9999449271706579,0.9947643421877878,0.99859136
0,0.06190927895342526,0.3,0.0032567389672269287,0.09155156797061921,0.032330267
0,0.0005680435848274824,0.08333333333333333,9.941812037404102e-05,0.0014892605159762648,0.0009138319
0,4.6482274026195684e-07,0.0,3.96775481408784e-07,8.476936360278309e-06,0.00029042904
1,0.9999963500122144,0.9966666666666667,0.9999746316992093,0.9999921308846927,0.99817955
0,1.2355988992707309e-05,0.016666666666666666,2.4799682185264916e-06,3.089791481959971e-05,0.0012104126
0,0.0020105065156584053,0.0,2.4756766742892964e-05,0.0038860905248408986,0.00088251976
0,0.09463713409877875,0.04666666666666667,0.001433862621230218,0.14799986381927108,0.0064337784
1,0.9985854206113071,1.0,0.999929316206418,0.9974176775507428,0.99932003
0,9.436395118830736e-07,0.0,1.3512364665688745e-06,1.2282100596125573e-05,0.0006011695
0,0.0010781037640223005,0.013333333333333334,0.00010830198005214621,0.009697935756489919,0.0057766056
1,0.9999999979537315,0.9933333333333333,0.999971898159854,0.9999999539165124,0.9972669
0,0.18837967606897005,0.2966666666666667,0.25157216957015577,0.24654775090811765,0.10662596
1,0.9992863482705155,0.9366666666666666,0.9998524993197792,0.9987656347820545,0.9976799
0,0.014309133760962375,0.06,0.0007129251866339632,0.013932984705336058,0.0034941449
0,0.001263594079468141,0.0,3.4593341566980965e-06,0.001930354335390361,0.0003659961
0,0.08868843651397916,0.04666666666666667,0.00013615133338705726,0.08546439293534269,0.004173838
0,0.00012154271337230812,0.11666666666666667,0.0005100148892989949,0.0007936422436967421,0.027394487
1,0.9999971736061075,1.0,0.9999525889746206,0.9999911103888983,0.9990097
0,0.027611236853761795,0.17,0.02559479705444568,0.027365944379348642,0.040634207
0,0.015340866222155865,0.31666666666666665,0.005656013774432119,0.020018254330140563,0.005412036
0,0.004270078027035999,0.0,1.7082301911743557e-05,0.007293153311485141,0.0011910468
0,0.0002734148057570774,0.0,5.512969114376912e-05,0.0008695116938289759,0.0010812234
0,0.0006025937554915586,0.0,7.5297668264383066e-06,0.0008059463648956239,0.00059023994
1,0.9893252531482915,0.86,0.9994725851796995,0.9807920269354177,0.996819
0,0.037987509120462115,0.3566666666666667,0.0007723419834853406,0.025923976028037324,0.023069251
1,0.9999999994428048,1.0,0.9999790319243773,0.9999999881517349,0.99911565
0,0.001664902768724167,0.043333333333333335,0.00031372166084283346,0.0018683972810953702,0.022828458
0,0.050961112419425636,0.08333333333333333,0.000498527267150899,0.10346892619058966,0.01134418
1,0.9999425574256666,1.0,0.9999969710357632,0.9998971259906664,0.99918383
0,0.025071911279154743,0.0,0.00044843653918722056,0.040527130491006466,0.0068528876
1,0.9999987881206329,1.0,0.9999827279236693,0.9999964094043362,0.9996431
1,0.9999999473273785,1.0,0.9999961728722839,0.9999995786925294,0.99964476
1,0.9942395777036898,0.98,0.9999705545508408,0.9854498102459128,0.9983694
0,0.001956846347850355,0.0,0.0005677015190358447,0.007175600788551328,0.00553779
1,0.9434776311184121,0.46,0.9626542577983471,0.9486103086342198,0.9338059
1,0.9996379780767203,1.0,0.99996700671185,0.9991544011467909,0.9988023
1,0.7791790868716525,0.54,0.24074868050799328,0.542262960112066,0.41212228
0,0.5415368339385849,0.49333333333333335,0.6335378068718591,0.7164655420555172,0.7778629
0,0.02270710567232629,0.016666666666666666,0.00011988299236059373,0.03611255799700047,0.0044448352
0,0.00010369656674973193,0.0,3.752351530896783e-06,0.00043101501517633407,0.0006800159
0,0.00012761427861023196,0.24666666666666667,0.17266373069452357,0.0013730560783205032,0.1371712
1,0.9433795502111438,0.79,0.9057783434549019,0.9272887774227301,0.8952587
1,0.9999991193809207,1.0,0.999996187121583,0.9999936028524834,0.9985618
1,0.9999999999121558,1.0,0.9999905013270249,0.9999999979463048,0.99912196
0,0.06577174176151072,0.17,0.006904075925340366,0.09109198255504289,0.024690524
0,0.036188095786620925,0.0033333333333333335,5.287917142217181e-05,0.02462454798762209,0.0011723684
0,0.059279747923376314,0.006666666666666667,0.00012927509405556402,0.046388370976179635,0.0060961633
0,0.0009170614468761256,0.01,3.03464212284247e-06,0.0029281285829568533,0.0017576069
1,0.9999975276546395,1.0,0.9999088535574818,0.9999788684866616,0.9904488
1,0.9999998837505235,1.0,0.9999639404367955,0.9999987166320327,0.9987318
1,0.7118323070541854,0.5633333333333334,0.5947865367660038,0.5640541441347839,0.92308927
0,0.006458018948128741,0.0,1.7528744543487304e-05,0.00964079939298395,0.00045029432
1,0.9478306194809235,0.8266666666666667,0.9955223954867807,0.9371713672451782,0.9943705
0,0.0004787971569258861,0.0,6.170755759683155e-07,0.0019130565116895024,0.00031482853
1,0.9992589486992498,0.9933333333333333,0.9999473531754504,0.999037922286356,0.997654
0,0.05970750656125671,0.013333333333333334,0.00028933384650337447,0.0667699144940962,0.008234509
1,0.8930701965828808,0.8233333333333334,0.8981158398468141,0.9275552391419133,0.99123013
1,0.9999999999979365,0.9766666666666667,0.9999857890424255,0.9999999987746575,0.99857175
1,0.5508521986734055,0.31,0.07436821063426736,0.46348757249372274,0.11916355
0,0.06652578952903977,0.19,0.03722019400898812,0.10296154029877433,0.090870716
1,0.9848288594923529,0.99,0.9999231675268908,0.9701149978550447,0.9959168
0,0.00025241090663461645,0.01,1.4536218806598138e-05,0.0008708167228340442,0.0009590344
0,0.00043110953960137486,0.0,1.7259994154237836e-05,0.0011671471508324191,0.0014342053
